titre_avis;texte_avis;note_avis;date_avis;type_voyage;nb_mots;nb_phrases;vader_compound;vader_sentiment;textblob_polarity;textblob_subjectivity;textblob_sentiment;transformer_label;transformer_score
Awesome Tour;When I booked the tour I just wanna find some good food places.But our awesome Tour  Guide „Julia“ showed us the cool facts about Chicago and the food.The food stops on this tour: Billy Goat Tavern, Lou Malnati’s, Pizano’s and Sugar Bliss were delicious.For the final we went to the Christkindlmarket for some warm cider.;5;24 décembre 2021;déc. 2021 • En solo;60;1;0.9723;Positif;0.6083333333333333;0.8083333333333332;Positif;LABEL_1;0.9991858601570129
Great experience;It was great. Justin was very personable. The food part was great. Would have been good to know what beverages were being served ahead of time;4;12 décembre 2021;;26;1;0.9022;Positif;0.625;0.6000000000000001;Positif;LABEL_1;0.9995841383934021
Definitely a must do;We were so lucky to have Julia as our tour guide!  She really made it a great experience.  What an awesome personality and she was SO entertaining.The food was awesome.  A mark of a great food tour is when they take you to the original food spots, not just a copycat.  Plus, they pay for the food.  If the restaurant is giving away “free samples” to tour guides that is a bad sign.I look forward to taking other tours from this company.;5;5 décembre 2021;déc. 2021 • En famille;84;1;0.9824;Positif;0.41666666666666674;0.7113636363636364;Positif;LABEL_1;0.9988425970077515
Fabulous!;We loved this tour and we were able to eat some of the staples that Chicago is known for! We also learned a lot of history from our tour guide. We were also able to walk between food destinations which didn’t make it seem like we were eating too much!;5;25 novembre 2021;;51;1;0.7506;Positif;0.475;0.5625;Positif;LABEL_1;0.9995666146278381
Holiday Walk food stroll;Kevin the Christmas Elf did a fabulous job. He’s a personable guy with a ton of knowledge. He made for a memorable afternoon!;5;24 décembre 2019;;24;1;0.5267;Positif;0.45;1.0;Positif;LABEL_1;0.9996662139892578
Thank you Kevin!!!;Had a wonderful time, our guide was very knowledgeable and a bunch of fun. We are first timers to Chicago and learned a lot and ate at some very good places.;5;23 décembre 2019;;31;1;0.8805;Positif;0.532;0.5226666666666666;Positif;LABEL_1;0.9996877908706665
Christmas tour was;Noah did a great job.  Very interactive with the group.    Handled the crowds very well. Gave a lot of history and information about Chicago.   Noah was knowledgeable about the topics.    The hot chocolate was fabulous;5;14 décembre 2019;déc. 2019 • Entre amis;35;1;0.8718;Positif;0.37;0.64;Positif;LABEL_1;0.9996528625488281
Awesome tour;Just did the tour today. Food was good. Navigation was great and Noah did an awesome job. He should be commended. Good job!  Looking forward to coming back in the summer.;5;14 décembre 2019;déc. 2019 • Entre amis;31;1;0.9509;Positif;0.64;0.5900000000000001;Positif;LABEL_1;0.9996706247329712
Awesome tour with Justin;Our guide Justin was very informative and friendly.  We really enjoyed the food and drink we tried, would highly recommend this tour.;5;3 décembre 2019;nov. 2019;22;1;0.8705;Positif;0.30874999999999997;0.51;Positif;LABEL_1;0.9996758699417114
Great learning experience mixed with fun!;I've lived in the Chicago area my whole life and learned so many new, interesting facts about Chicago and its history. While doing so, we tried some great Chicago food and were able to see the city all dressed up for the holidays. We did this tour as a team building activity for work and we all had a blast! Our tour guide Sarah was very knowledgeable and fun and made this a wonderful experience.;5;27 décembre 2017;déc. 2017 • Voyage d'affaires;75;1;0.9559;Positif;0.4595959595959596;0.5255050505050505;Positif;LABEL_1;0.9996023774147034
LOVED THIS TOUR!;Sarah, our guide, provided a fascinating behind-the-scenes glimpse of Chicago landmarks and food hot spots.  Sarah’s historical knowledge of Chicago and engaging her delivery made this holiday stroll the highlight of our Christmas holiday. We loved visiting popular sites, as well as places off the beaten track.  Our plan is to return to Chicago and take the bike tour. Sarah’s interest in people and places made this tour fantastic!Our family highly recommends Bobby’s Bike/Hike Tour in Chicago!;5;27 décembre 2017;déc. 2017 • En famille;84;1;0.9805;Positif;0.31222222222222223;0.6933333333333335;Positif;LABEL_1;0.9996323585510254
Walking Tour - a new perspective !!;The walking tour with Adarius really provided a great taste of Chicago!  My husband and I came for the third year and were looking for something new to do on Sunday afternoon. Our walking tour guide Adarius was full of interesting facts and his pleasant personality made it a most enjoyable afternoon! Slice of Deep Dish Pizza, Bratwurst from the Christkindlmarket and Hot Apple Cider.  A slight negative - the market was so, so crowded that unfortunately we weren't able to look around much, and the lines were very long.  We stopped at Macy's and another beautiful stop at the Palmer House for a bit of history and a chocolate brownie! Ended the tour,  stopping where well known gangster/mobster frequented often!  The historic  story telling was entertaining and the stops festive and full of holiday cheer!;5;17 décembre 2017;;136;1;0.9615;Positif;0.2541919191919192;0.5206132756132756;Positif;LABEL_1;0.9989374279975891
Une soirée amusante !;Leur grande camionnette est venue nous chercher à l'hôtel Shelbourne (l'un des deux points de ramassage dans le centre de Dublin) et a conduit à la banlieue de Dublin pour le spectacle. Notre dîner était très bon, en particulier le dessert irlandais à la tarte aux pommes. L'alcool est supplémentaire. Le spectacle musical était excellent et divertissant avec un peu d'humour et de participation du public. Musiciens et danseurs très talentueux. Un musicien appelé « l’orchestre » était très doué avec les instruments trad irlandais.Il y a des salles de bains au même niveau au salon. C'était une soirée amusante. Ensuite, le chauffeur nous a conduits directement à notre hôtel.;5;31 octobre 2025;oct. 2025 • En couple;110;1;0.5719;Positif;0.3333333333333333;0.35555555555555557;Positif;LABEL_1;0.9991788268089294
Bon divertissement traditionnel irlandais;Nous sommes tombés sur ce lieu en cherchant une soirée traditionnelle irlandaise loin du centre de Dublin. Nous avons réservé des billets qui incluaient l'option de transport de Dublin au pub. Le trajet a duré environ 30 minutes et notre chauffeur nous a amusés tout au long du trajet. À notre arrivée, nous avons été montrés à notre table et peu après, nos commandes de boissons et de nourriture ont été prises. Étant donné que le lieu devait accueillir plus de 100 invités, la nourriture était délicieuse et bien présentée. Chacun des serveurs de table savait exactement ce qui avait été commandé ce qui démontrait la précision du service. Le divertissement pour la soirée était merveilleux. De brillants musiciens et danseurs traditionnels ont diverti le public tout au long de la soirée. C’est une belle soirée à ne pas manquer..;5;27 octobre 2025;oct. 2025 • En couple;141;1;-0.25;Négatif;-0.03333333333333333;0.2888888888888889;Neutre;LABEL_1;0.9995453953742981
Meilleur rapport qualité-prix pour un dîner et un spectacle irlandais traditionnels;"Le dîner et le spectacle était l'un des points forts de notre séjour à Dublin. Les choix alimentaires et les préparations étaient excellents. Les musiciens et les danseurs étaient de classe ""BROADWAY"". C'est une expérience à ne pas manquer pour ceux qui veulent goûter à la bonne cuisine irlandaise et voir la culture irlandaise à son meilleur.";5;15 octobre 2025;oct. 2025 • Entre amis;57;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996277093887329
À voir absolument à Dublin;Une nuit très divertissante. La musique et la danse étaient super. Le repas irlandais authentique était délicieux et rassasiant. Service était excellent. Nous avons vraiment apprécié toute la soirée. Ce spectacle est un must pour tout visiteur à Dublin.;5;8 octobre 2025;oct. 2025 • En couple;39;1;0.7964;Positif;0.6666666666666666;0.8333333333333333;Positif;LABEL_1;0.9996801614761353
Musique et danses irlandaises;Fabuleuse soirée !  Le repas était très bon (3 choix d'entrée et 3 choix de plat principal), les musiciens sont fantastiques et les danseurs aussi.  Super ambiance, à recommander sans hésiter;5;5 août 2025;août 2025 • En solo;30;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996768236160278
Une excellente soirée;J'ai absolument tout aimé,  le groupe de 4 musiciens étaient incroyable, les danseurs aussi même si le niveau d'une n'était pas trop au rendez-vous.  Le reste était excellent;5;21 juillet 2025;;29;1;0.4939;Positif;1.0;1.0;Positif;LABEL_1;0.9996309280395508
Une des expériences les plus mémorables de notre voyage en Irlande;Ce fut l'une des expériences les plus mémorables de notre voyage en Irlande. Le groupe de Merry Ploughboy était extrêmement talentueux. Nous avons vécu une musique irlandaise très authentique ce soir-là. Il y avait aussi des danseurs qui se produisaient. Ils étaient très talentueux. Les hommes et les femmes dansaient. La nourriture et la bière étaient super. Personne dans notre groupe de 17 membres de la famille n'a été déçu. Je recommande vivement cette expérience, si vous avez le temps.;5;17 juin 2025;mai 2025 • En famille;81;1;0.8126;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996682405471802
Divertissement absolument formidable, et assez bon repas / service;Quels grands amuseurs ! Le groupe et les danseurs étaient exactement ce que vous voulez dans une soirée à thème irlandais. Nous y avons assisté par une nuit très chargée, et c’est peut-être pourquoi notre repas n’était pas aussi chaud qu’il le devrait. Mais, je recommanderais quand même fortement ceci comme un excellent exemple de toutes les choses irlandaises merveilleuses.;4;27 mai 2025;;63;1;0.5719;Positif;1.0;1.0;Positif;LABEL_1;0.9996236562728882
Bonne nourriture avec un spectacle amusant!;Super moment à ce spectacle. On a un super dîner. Excellent groupe avec des chansons que la plupart des gens connaissent. Les danseurs étaient superbes et ont même pris les spectateurs de haut. Un grand moment !;5;17 avril 2025;avr. 2025 • En famille;36;1;0.9382;Positif;0.5416666666666666;0.8333333333333333;Positif;LABEL_1;0.9996801614761353
Joyeux laboureurs;Ce spectacle était incroyable ! Je recommande vivement ce spectacle lorsque vous êtes à Dublin! ! La danse était géniale et le groupe était encore meilleur !;5;7 avril 2025;avr. 2025 • Entre amis;24;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996707439422607
Grande nuit au joyeux laboureur;Je recommande vivement d'être pris en charge par mini bus à l'extérieur de l'hôtel Shelbourne à l'heure, super chauffeur de mini bus et nous a déposés à la fin près de notre hôtel.La nourriture était excellente et tous avaient un goût si frais.Les musiciens étaient super, jouant des mélodies irlandaises et des différents instruments avec les grands danseurs qui arrivaient à mi-parcours.Vous ne serez pas déçu;5;2 avril 2025;;70;1;0.8316;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996582269668579
Célébrations du 40e anniversaire;récemment séjourné à Dublin, nous avons réservé le spectacle du soir Merry Ploughboy avec repas. c'était incroyable la nourriture était délicieuse le divertissement était exceptionnel, il vaut bien l'argent, c'est aussi un excellent moyen de sortir de l'agitation du centre-ville et profiter d'un grand divertissement irlandais! je recommande vivement.;5;25 mars 2025;mars 2025 • Entre amis;50;1;0.8979;Positif;0.75;1.0;Positif;LABEL_1;0.9996626377105713
Super groupe irlandais et danseurs !;Super fun ! D'abord un repas , puis merveilleux groupe irlandais ( drôle et interactif ! J'ai adoré la musique ! ) et les danseuses irlandaises ! !Tout s'est terminé trop tôt !;5;16 mars 2025;mars 2025 • En famille;25;1;0.7717;Positif;0.31666666666666665;0.43333333333333335;Positif;LABEL_1;0.9996267557144165
Une nuit fantastique;Quelle nuit fantastique! Le repas de 3 plats était fantastique. Vous aviez le choix entre quelques articles pour l'entrée et pour le plat principal, et le dessert était le même pour tout le monde. La nourriture était tout simplement délicieux et beaucoup plus que ce à quoi nous nous attendions. Le groupe Merry Ploughboy était tout simplement merveilleux... Ils ont amené le public à participer avec certaines chansons et l'ont rendu plus agréable. Les danseurs sont si incroyablement talentueux et offrent un spectacle merveilleux.Ce paquet vaut vraiment bien l'argent. Si vous séjournez à Dublin, assurez-vous de vous allouer suffisamment de temps pour vous rendre sur place. Il n'est pas dans les limites de la ville de Dublin. Ne vous inquiétez pas d'être trop tôt car vous pouvez entrer et prendre place dans le bar et prendre votre verre en attendant que les portes s'ouvrent à l'étage.Si vous êtes en fauteuil roulant - lié ou avez des problèmes de mobilité, ne vous inquiétez pas. Il y a un ascenseur disponible, et ils ont un stand handicap dans les toilettes.;5;10 mars 2025;;180;1;0.25;Positif;0.1;0.23333333333333334;Positif;LABEL_1;0.999176561832428
Bon tout autour;Bon goût de la musique folk irlandaise, danse et nourriture. Excellent service et portions généreuses. Ambiance typique du pub irlandais.;5;3 mars 2025;mars 2025 • Entre amis;20;1;0.5719;Positif;1.0;1.0;Positif;LABEL_1;0.9996448755264282
Nuit traditionnelle irlandaise.;Une soirée vraiment amusante. La nourriture était délicieuse et le spectacle était incroyable. Les musiciens ont vraiment impliqué la foule. Les danseurs étaient si bons aussi.;5;14 février 2025;févr. 2025 • Entre amis;26;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996756315231323
Incroyable;Merci beaucoup pour une soirée brillante de nourriture et de culture incroyables, aimé chaque minute de lui des musiciens et danseurs très talentueux à tous les serveurs et une mention spéciale au chef pour un joli ragoût de boeuf. Merci beaucoup à notre charmant chauffeur gavin qui nous a emmenés jusqu'à notre hôtel par les 3 arènes qui suivent le spectacle.;5;25 janvier 2025;janv. 2025 • En couple;61;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996819496154785
Grande soirée amusante de musique irlandaise authentique, histoires, chant et danse!;Quelle fabuleuse soirée au MerryPloughboyPub ! Une musique, des histoires, des chants et des danses si authentiques d'artistes immensément talentueux, une joie pure !Plus une délicieuse nourriture chaleureuse, un excellent service et l'hospitalité, juste magique!;5;8 janvier 2025;déc. 2024 • En famille;34;1;0.5719;Positif;0.6071428571428571;0.75;Positif;LABEL_1;0.9996821880340576
Super !;Très amusant, bonne bouffe. Irish Band, chantant et nous invitant également pour le refrain. Des Irlandaises qui dansent pour nous. Super ! Bon service.;5;4 octobre 2024;sept. 2024 • En famille;23;1;0.5994;Positif;0.16666666666666666;0.3333333333333333;Positif;LABEL_1;0.9996594190597534
Spectacle fantastique !;Nous nous sommes assurés d’acheter nos billets longtemps à l’avance pour le dîner et le spectacle, et nous avons ajouté sur le transport de la rue Stephen’s Green au pub. Le transport a fonctionné très bien avec un chauffeur de taxi qui nous attendait au point de ramassage, et il nous attendait également après pour nous ramener au centre de Dublin. Le spectacle est situé à l'étage dans une grande salle avec des places prédéterminées par le pub. Notre table pour 8 était situé juste à l'avant de la salle sur un côté. Nous avions une vue imprenable sur les musiciens et les danseurs, et je pense que la plupart des tables avaient aussi de superbes points de vue. Nous avons adoré la musique et la danse irlandaise et avons trouvé la nourriture et le service très bon. La nourriture était de trois plats avec plusieurs choix pour chaque plat sauf le dessert (uniquement la tarte aux pommes) . Toute notre fête a vraiment apprécié la nourriture, mais pensez que le Irish Stew a été le plus grand succès. Les chanteurs ont engagé le public avec des chansons amusantes, nous encourageant à chanter et à applaudir. Les trois danseuses et les deux danseurs étaient amusants à regarder.;5;26 septembre 2024;sept. 2024 • Entre amis;209;1;0.4588;Positif;0.075;0.3416666666666667;Positif;LABEL_1;0.9991525411605835
Laissez les bons moments rouler !;Nous avons vraiment adoré notre expérience - - toute la soirée, y compris le transport de et vers l'emplacement! L'achat de billets en ligne s'est déroulé sans problème et notre conseil est que vous achetez l'option de transport car il est sans tracas et une valeur - ajoutez à l'expérience. L'emplacement de prise en charge était facile à trouver et le conducteur était à l'heure. Quelques arrêts dans le centre de Dublin dans d'autres hôtels et nous étions alors à l'emplacement dans les 30 minutes. La sortie en voiture vous permet de voir un peu plus les banlieues. L'emplacement lui-même est magnifique et charmant. Le dîner et la soirée de divertissement, que nous avons achetés, sont au dernier étage du bâtiment. De longues tables de style familial ajoutent à la gaieté éventuelle de la soirée, surtout après quelques pintes! Nous nous sommes livrés à cette soirée sur notre premier jour à Dublin et il a mis l'ambiance pour notre voyage - - FUN! Le groupe vous emmène en voyage avec ses ballades et ses plaisanteries et les danseurs sont la cerise sur le gâteau. Je dois également mentionner que la nourriture est tout simplement délicieux - - mais venez préparé pour des portions copieuses! Dans l'ensemble, c'est un rapport qualité-prix exceptionnel si vous voulez une expérience traditionnelle et authentique. Je recommande vivement.;5;7 septembre 2024;août 2024 • En couple;217;1;0.4215;Positif;0.3;0.2;Positif;LABEL_1;0.999531626701355
Trajet en taxi coûteux et long pour se rendre au salon et mauvaises pratiques commerciales;Notez que c'est très loin du centre-ville. On en a dépensé 1. 5 heures et 50 € sur un trajet en taxi aller-retour depuis le centre-ville. Nous avons acheté le billet du spectacle seulement qui indiquait qu'il commence à 6 : 30 heures et donc, arrivé à 18 heures : 30 heures seulement pour apprendre que le spectacle commence à 20 heures. La direction du lieu était peu accommodante et a dit que les portes s'ouvrent à 6 heures : 30 PM pour permettre aux convives d'entrer plus tôt. J'ai l'impression que c'est assez malhonnête et qu'une heure de début plus tardive aurait dû être indiquée sur le billet du spectacle uniquement. Bien sûr, le lieu ne peut que bénéficier de cette mauvaise communication car les clients sont plutôt redevables de rester puisqu'il n'y a pas d'autres restaurants à distance de marche. Parce que nous avons senti que le lieu était plutôt terne, d’autant plus qu’il était vide lorsque nous sommes arrivés à l’heure indiquée sur le billet, nous ne voulions pas perdre notre dernier repas du voyage à dîner dans un tel lieu donc nous avons pu nous faire rembourser par Viator. Malheureusement, pour nous, cela signifiait toujours que nous avons perdu une heure et demie de notre temps de vacances et 50 € en taxi à cause de la mauvaise communication par le lieu.;1;22 août 2024;;227;1;-0.2732;Négatif;0.0;0.0;Neutre;LABEL_0;0.9649811387062073
Véritable nourriture irlandaise, boisson, chanson et gaieté!;Le pub et la performance étaient charmants, authentiques et mémorables. Je répéterais ça chaque fois que je serais à Dublin. Ah - notez que pendant que l'adresse disait Dublin, c'était un peu plus loin, alors prévoyez un voyage en conséquence et probablement louer une voiture. Les participants sont assis le long de longues tables partagées avec d'autres, ce qui est un excellent moyen de rencontrer des gens du monde entier. La nourriture était super, et les boissons sont offertes sur une cadence régulière par le personnel qui passe. Le spectacle lui-même était en partie de la musique historique à travers des ballades irlandaises et des chansons à boire, de la comédie, et un peu d'exposition. Les musiciens font applaudir et chanter le public. Finalement, la scène s'ouvre aux danseurs pour environ une heure de danse irlandaise et de claquettes. Ensuite, les musiciens reviennent pour d'autres représentations et pour conclure. J'ai apprécié tout cela et je veux revenir encore et encore.;5;22 août 2024;;160;1;0.7964;Positif;0.3208333333333333;0.5333333333333333;Positif;LABEL_1;0.999164342880249
Bonne expérience, ne recommencerait pas;La nourriture était bonne, la musique et les danseurs étaient super. Nous avons apprécié le spectacle mais il dure environ 3 heures du début à la fin. Les sièges sont de style banquet, donc à moins que vous ne soyez dans un grand groupe, vous vous ferez de nouveaux amis. Cela aurait pu être une note 5 / 5 étoiles si la foule était plus engagée, mais cette foule avait plusieurs décennies de plus que nous 😂. Ce serait amusant d'y aller avec un grand groupe d'amis qui aime boire et la musique.;3;7 août 2024;;91;1;0.8316;Positif;0.4444444444444444;0.8888888888888888;Positif;LABEL_1;0.9988981485366821
Soirée irlandaise;Une superbe soirée avec un bon repas en 3 plats (rajouter les boissons), un groupe de musique et un groupe de danses traditionnels irlandais. Très belle ambiance !;5;1 août 2024;;27;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996602535247803
Merry Ploughboys Irish Night Dublin n'a décidément pas déçu !!!  Tout était INCROYABLE !!!;Excellent ! La nourriture était délicieuse! J'ai eu le Irish beef stew et c'était tellement bon ! Le repas entier était délicieux, y compris l'entrée, le dessert et le café! L'ambiance était très confortable. Le spectacle était très divertissant. Le groupe était incroyable, leurs voix, les instruments, Ener? il était incroyable avec ses instruments! ! ! ! Les danseurs irlandais étaient un délice à regarder, les musiciens et les danseurs ont fait bouger la foule. J'ai absolument adoré et je recommande vivement! !;5;28 juillet 2024;juin 2024 • En solo;77;1;0.5719;Positif;0.5;0.5;Positif;LABEL_1;0.9996814727783203
Soirée animée de musique et de danse;Lieu très hospitalier. Les musiciens étaient charmants, drôles et très talentueux. Incroyable spectacle de danse irlandaise. Personnel d'accueil accueillant et efficace.;4;16 juillet 2024;juil. 2024 • En famille;21;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996737241744995
Fun Time pour tous;Super spectacle et met en valeur l'ambiance irlandaise. Nourriture excellente et divertissement encore mieux. Danser et chanter tous les airs préférés;5;30 juin 2024;;21;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996575117111206
Nous avons eu une grande expérience!;Quelle soirée amusante ! Le groupe était hilarant et charmant et chantait de superbes chansons (en anglais, dont une en irlandais ! ) . Les danseurs étaient tellement talentueux et divertissants. La nourriture était délicieuse et les boissons/vins à un prix raisonnable. Je le recommande vraiment à tout le monde - j'y suis allé avec mon partenaire et je me suis bien amusé, mais j'aurais aussi pu y aller en famille ou entre amis et passer un bon moment aussi !;5;13 juin 2024;juin 2024 • En couple;76;1;-0.3818;Négatif;0.0;0.0;Neutre;LABEL_1;0.9996805191040039
Soirée irlandaise au top;Soirée inoubliable.Un magnifique vieux pub avec comme d'habitude en Irlande un personnel au top.Pour commencer un bon repas suivi d'un quatuor de chanteurs irlandais enthousiaste et pour finir de talentueux jeunes danseurs à claquettes.Absolument à ne pas rater si vous êtes à Dublin.;5;25 mai 2024;;46;1;0.2023;Positif;0.5;0.5;Positif;LABEL_1;0.9996596574783325
Soirée merveilleuse et amusante;Une soirée si agréable et amusante. Grande interaction avec le public. La danse irlandaise était incroyable. La nourriture était très bonne et n'a pas été déçue;5;29 avril 2024;avr. 2024 • En couple;26;1;0.0;Neutre;0.0;0.06666666666666667;Neutre;LABEL_1;0.9996833801269531
Remarquable;Bonne nuit! Le mieux est de prendre la navette jusqu'aux montagnes de Dublin pour voir ce spectacle fantastique. La danse, la nourriture musicale. C'était une nuit cinq étoiles.;5;28 avril 2024;avr. 2024 • Entre amis;28;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9986597299575806
décevant heureusement l’église est magnifique;20 minutes de retard sur un concert de 1h. Pas de solution mise en place si un musicien est en retard. soirée du 31/12 et réservation effectuée ensuite dans un restaurant donc obligée de partir au bout 40 minutes comme de nombreuses personnes. déçue et pas très pro;3;9 janvier 2025;;49;1;-0.6705;Négatif;-0.9;1.0;Négatif;LABEL_0;0.9090959429740906
Une expérience vraiment spéciale;Ce fut une expérience vraiment spéciale! Seulement une heure de long qui était la longueur parfaite. Il a fait froid dans l'église, alors couche-toi et garde ton manteau. La musique était superbe et de s'asseoir au sein de cette église habillée pour Noël. . incroyable. Un vrai moment fort pour ma famille !;5;8 janvier 2025;déc. 2024 • En famille;52;1;0.0;Neutre;-0.05;0.4;Négatif;LABEL_1;0.9994505047798157
Agréable soirée dans un cadre agréable.;Belle église et excellent ensemble de quatuors. L'église a été décorée pour Noël. C'est une merveilleuse vieille cathédrale pleine de sculptures et d'œuvres d'art. Il faisait un peu froid, mais plus prudent que l'extérieur où il faisait 28 °F avec une brume glaciale.Les deux violonistes étaient habiles, l'alto très divertissant à regarder et à entendre, comme le violoniste - violoncelle assez talentueux. Bon mélange de musique . . . finissant dans le Radetzky!Aurait aimé un concerto brandebourgeois, mais était satisfait de tout ce qu'ils ont joué.;4;3 janvier 2025;janv. 2025 • En famille;84;1;0.4939;Positif;1.0;1.0;Positif;LABEL_1;0.9994837045669556
Incroyable;Performance incroyable, compléter ma nuit à Vienne. Bien vu le prix du spectacle. Je recommande vivement si vous êtes en ville. Le lieu dans la rue. Peter le rend serein.;5;31 décembre 2024;déc. 2024 • En famille;30;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996626377105713
Une expérience de concert fantastique à Vienne;Les quatre musiciens étaient incroyables - le concert était délicieux et le lieu était à couper le souffle. J'ai beaucoup apprécié la soirée.;5;29 décembre 2024;déc. 2024 • En couple;22;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.999674916267395
Spectacle inoubliable;"Très beau quartet à cordes dans la plus belle église de Vienne; musique magnifique avec des morceaux qui sortent des sentiers battus.";5;26 décembre 2024;déc. 2024 • En couple;22;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996558427810669
Je veux mon argent;En arrivant une heure avant le debut du apectacle on ne trouve personne pour nois donner nos billets, on est partis faire un toir et nois sommes revenus 30 minutes apres, toujours rien!On a raté lensoectacle et on a trouvé personne a qui s'adresser!! Pour 134€ c'est de la grosse arnaque! Je veux etre remboursée!!!;1;18 décembre 2024;déc. 2024 • En couple;56;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.988730251789093
Beau temps !;Musique et vues superbes, vous ne pouvez vraiment pas vous tromper. Nous étions assis à l'arrière et c'était toujours aussi magnifique. Recommandez-vous de vous y rendre tôt pour obtenir la meilleure place dans votre section!;5;5 décembre 2024;déc. 2024 • En couple;36;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9995349645614624
A voir absolument à Vienne;C'est une belle façon de passer une soirée à Vienne. L'église elle-même est superbe. On était assis au 2 e rang. Les 4 musiciens étaient absolument superbes. Nous ne sommes pas des fans massifs de classique mais je savais que ce serait spécial, et c'était le cas. Il vaudrait mieux qu'ils le limitent aux enfants au-delà d'un certain âge - car il y avait un petit enfant qui ne voulait manifestement pas rester assis en silence à côté de nous et continuait à parler. Un silence absolu est nécessaire pour entendre une telle performance, et pour apprécier les musiciens pour leur talent. Cela dit. Ça ne l’a pas gâché. C’est une chose très spéciale à voir.;5;3 décembre 2024;déc. 2024 • Entre amis;119;1;0.5994;Positif;0.21428571428571427;0.5714285714285714;Positif;LABEL_1;0.9988036155700684
C'est super 👍;Les vues étaient incroyables. Nous avons pris tellement de photos. Et cet événement incroyablement inoubliable car il y avait beaucoup de monde.;4;29 juillet 2024;déc. 2023 • Entre amis;22;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996466636657715
Une expérience musicale vraiment inoubliable;L'art et la passion du musicien ont enflammé la musique, transportant le public dans un royaume de beauté et d'émerveillement. C’était une scie à oeil 👀;5;11 juillet 2024;déc. 2023 • En famille;26;1;0.4588;Positif;0.0;0.06666666666666667;Neutre;LABEL_1;0.9996019005775452
C'était des possibilités de perfectionnement professionnel dans la salle à manger salle familiale famille pour être honnête;C'était drôle et nous avons mangé différents platsJ'ai beaucoup aiméJ'apprécieNous dansons et chantonsOn regarde la téléNous braaisC'était joyeusement bon;5;6 juillet 2024;juil. 2024 • En famille;19;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996340274810791
Je suis une personne simple, je ne parle pas beaucoup et je fais toujours de mon mieux dans tout ce que je pense. J'ai toujours appris à faire attention.;Je suis une personne simple, je ne parle pas beaucoup et je fais toujours de mon mieux dans tout ce que je pense. J'ai toujours appris à m'occuper de mes propres affaires.;4;15 février 2024;févr. 2024 • Voyage d'affaires;32;1;-0.128;Négatif;0.0;0.35714285714285715;Neutre;LABEL_1;0.9971555471420288
Belle expérience simple dans un emplacement incroyable;C'est une belle introduction de base à une expérience de musique classique à Vienne. Nous sommes loin des connaisseurs de musique mais avons adoré cette courte petite incursion dans la culture viennoise.L'église elle-même est à couper le souffle.;5;2 janvier 2024;janv. 2024 • En couple;40;1;0.0;Neutre;-0.8;1.0;Négatif;LABEL_1;0.9995438456535339
Expérience fabuleuse;L'église elle-même était magnifique à l'intérieur et très festive avec deux arbres de Noël géants. Le concert a duré environ une heure et comprenait quelques pièces de compositeurs populaires. Le quatuor était composé de musiciens extraordinaires et l’ambiance était géniale. Le seul inconvénient pour moi était que les chaises étaient très dures et inconfortables, mais c'est normal dans une église. Juste un petit reproche dans une belle soirée.;5;24 décembre 2023;déc. 2023 • En couple;70;1;0.4588;Positif;0.15;0.6499999999999999;Positif;LABEL_1;0.9993939399719238
Expérience incroyable!;Cadre, ambiance musiciens, un régal fabuleux !C'était assez magique pendant la saison des fêtes.Hautement recommandé.;5;30 décembre 2022;déc. 2022 • En couple;16;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996613264083862
Incroyable concert;J'étais là-bas avec ma famille et c'était un très bon concert, ils étaient tellement professionnels et la fin était la meilleure. Ils ont terminé avec un Tango et c'était tellement émouvant. Grand concert;5;23 février 2022;déc. 2021 • En famille;34;1;0.4588;Positif;0.5;1.0;Positif;LABEL_1;0.99967360496521
